Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
1947.73,1678.27,2077.75,1788.72,-6.88701,174.846,3.82
1953.96,1681.13,2080.84,1788.72,-6.86689,170.6,3.83
1960.2,1683.99,2083.94,1788.72,-6.84683,166.356,3.84
1966.44,1686.84,2087.04,1788.72,-6.82684,162.115,3.85
1972.68,1689.68,2090.14,1788.72,-6.80691,157.875,3.86
1978.93,1692.51,2093.23,1788.72,-6.78704,153.637,3.87
1985.18,1695.34,2096.33,1788.72,-6.76723,149.401,3.88
1991.43,1698.17,2099.43,1788.72,-6.74749,145.167,3.89
1997.69,1700.99,2102.52,1788.72,-6.7278,140.935,3.9
2003.94,1703.8,2105.62,1788.72,-6.70818,136.705,3.91
2010.2,1706.61,2108.72,1788.72,-6.68861,132.477,3.92
2016.46,1709.41,2111.81,1788.72,-6.66911,128.25,3.93
2022.73,1712.2,2114.91,1788.72,-6.64967,124.026,3.94
2029,1714.99,2118.01,1788.72,-6.63029,119.803,3.95
2035.27,1717.77,2121.11,1788.72,-6.61097,115.583,3.96
2041.54,1720.55,2124.2,1788.72,-6.59171,111.364,3.97
2047.82,1723.32,2127.3,1788.72,-6.57251,107.147,3.98
2054.09,1726.08,2130.4,1788.72,-6.55337,102.932,3.99
2060.38,1728.84,2133.49,1788.72,-6.53429,98.7189,4
2066.66,1731.6,2136.59,1788.72,-6.51527,94.5076,4.01
